term,lag,grid_raw,effect,lo,hi,log_effect,log_se,ci_label
temp,8,14.733333333333299,0.9977411,0.9963132620591809,0.999170803664132,-0.0022615455,0.0,pointwise confidence interval
temp,8,15.033333333333296,0.9975328,0.9960144359244038,0.9990535590966696,-0.0024702083,0.0,pointwise confidence interval
temp,8,15.3333333333333,0.9973173,0.9957095240461653,0.9989278169999662,-0.0026862323,0.0,pointwise confidence interval
temp,8,15.633333333333297,0.99709463,0.9953985747429275,0.9987936642737412,-0.0029095542,0.0,pointwise confidence interval
temp,8,15.933333333333302,0.996865,0.9950817515256761,0.9986513514580138,-0.0031399708,0.0,pointwise confidence interval
temp,8,16.2333333333333,0.9966284,0.9947591716026879,0.9985010899841981,-0.003377322,0.0,pointwise confidence interval
temp,8,16.533333333333296,0.99638516,0.9944309504276796,0.9983431860474525,-0.0036214013,0.0,pointwise confidence interval
temp,8,16.8333333333333,0.9961356,0.9940973372367673,0.9981780568733822,-0.0038718786,0.0,pointwise confidence interval
temp,8,17.133333333333297,0.99588007,0.9937585074189628,0.9980060670947623,-0.004128488,0.0,pointwise confidence interval
temp,8,17.4333333333333,0.9956189,0.9934147690541546,0.997827711734321,-0.00439083,0.0,pointwise confidence interval
temp,8,17.7333333333333,0.99535245,0.9930664569024498,0.9976435030419699,-0.004658485,0.0,pointwise confidence interval
temp,8,18.033333333333296,0.9950811,0.9927139684989149,0.9974539489812441,-0.004931001,0.0,pointwise confidence interval
temp,8,18.3333333333333,0.99480575,0.9923577996620803,0.9972596362745527,-0.0052078385,0.0,pointwise confidence interval
temp,8,18.633333333333297,0.9945266,0.9919984918411752,0.9970611047359632,-0.005488457,0.0,pointwise confidence interval
temp,8,18.9333333333333,0.9942444,0.9916367237050527,0.9968589630798438,-0.0057722125,0.0,pointwise confidence interval
temp,8,19.2333333333333,0.99395984,0.991273239870487,0.9966538265550677,-0.006058423,0.0,pointwise confidence interval
temp,8,19.533333333333296,0.9936737,0.9909088891225907,0.9964462634971308,-0.0063463766,0.0,pointwise confidence interval
temp,8,19.8333333333333,0.9933867,0.9905446254483089,0.9962369128768468,-0.006635273,0.0,pointwise confidence interval
temp,8,20.133333333333297,0.99309963,0.9901815051338057,0.9960264053018648,-0.0069242623,0.0,pointwise confidence interval
temp,8,20.4333333333333,0.9928135,0.9898206453378007,0.9958153674113712,-0.0072124656,0.0,pointwise confidence interval
temp,8,20.7333333333333,0.9925291,0.9894632651590802,0.9956044620526346,-0.007498933,0.0,pointwise confidence interval
temp,8,21.033333333333296,0.99224764,0.9891106671860096,0.99539440665478,-0.0077826437,0.0,pointwise confidence interval
temp,8,21.3333333333333,0.9919699,0.9887641638333394,0.9951859211660162,-0.008062569,0.0,pointwise confidence interval
temp,8,21.633333333333297,0.9916971,0.9884251688448833,0.9949798806364674,-0.008337552,0.0,pointwise confidence interval
temp,8,21.9333333333333,0.9914305,0.9880950974031747,0.9947772154411939,-0.008606402,0.0,pointwise confidence interval
temp,8,22.2333333333333,0.9911713,0.9877753364268914,0.9945789783209784,-0.008867884,0.0,pointwise confidence interval
temp,8,22.533333333333296,0.9909207,0.9874672823261252,0.9943864027738121,-0.009120664,0.0,pointwise confidence interval
temp,8,22.8333333333333,0.99068034,0.9871722520378807,0.9942009334160697,-0.00936334,0.0,pointwise confidence interval
temp,8,23.133333333333297,0.9904515,0.9868915230051146,0.9940242747653167,-0.009594401,0.0,pointwise confidence interval
temp,8,23.4333333333333,0.9902357,0.9866262197791212,0.9938583871239565,-0.009812282,0.0,pointwise confidence interval
temp,8,23.7333333333333,0.9900347,0.9863774150620043,0.9937056442711791,-0.010015236,0.0,pointwise confidence interval
temp,8,24.033333333333296,0.9898504,0.986146053542668,0.9935687919476822,-0.010201393,0.0,pointwise confidence interval
temp,8,24.3333333333333,0.9896848,0.9859329373153476,0.9934509926021331,-0.010368744,0.0,pointwise confidence interval
temp,8,24.633333333333297,0.98954004,0.9857388512040209,0.9933559439250701,-0.010515021,0.0,pointwise confidence interval
temp,8,24.9333333333333,0.9894187,0.9855646620464642,0.993287875634969,-0.010637647,0.0,pointwise confidence interval
temp,8,25.2333333333333,0.98932344,0.985411129823784,0.993251326344071,-0.010733942,0.0,pointwise confidence interval
temp,8,25.533333333333296,0.9892576,0.9852796209666402,0.9932515508189783,-0.010800561,0.0,pointwise confidence interval
temp,8,25.8333333333333,0.9892245,0.9851716642620284,0.9932938665656027,-0.010834048,0.0,pointwise confidence interval
temp,8,26.133333333333297,0.9892283,0.9850898223070592,0.9933840800269619,-0.010830177,0.0,pointwise confidence interval
temp,8,26.4333333333333,0.9892736,0.9850375111688406,0.9935279458875715,-0.010784322,0.0,pointwise confidence interval
temp,8,26.7333333333333,0.9893658,0.9850195275416377,0.9937312162970705,-0.010691164,0.0,pointwise confidence interval
temp,8,27.033333333333296,0.98951066,0.9850421942073465,0.9939994911709409,-0.010544693,0.0,pointwise confidence interval
temp,8,27.3333333333333,0.989715,0.9851133361456111,0.9943380775678736,-0.010338297,0.0,pointwise confidence interval
temp,8,27.633333333333297,0.9899857,0.9852421640767666,0.9947522254172236,-0.010064704,0.0,pointwise confidence interval
temp,8,27.9333333333333,0.9903309,0.9854386180923198,0.9952474289285649,-0.00971617,0.0,pointwise confidence interval
temp,8,28.2333333333333,0.9907581,0.9857120954124239,0.9958300631935086,-0.009284807,0.0,pointwise confidence interval
temp,8,28.533333333333296,0.9912756,0.9860698190795752,0.9965088684183909,-0.008762678,0.0,pointwise confidence interval
temp,8,28.8333333333333,0.99189043,0.986513993635113,0.9972962454609262,-0.008142592,0.0,pointwise confidence interval
temp,8,29.133333333333297,0.99260885,0.9870391322245636,0.9982100544772613,-0.007418571,0.0,pointwise confidence interval
temp,8,29.4333333333333,0.99343526,0.9876300000934817,0.9992745994028381,-0.0065864045,0.0,pointwise confidence interval
temp,8,29.7333333333333,0.9943716,0.9882616602775305,1.0005192884869276,-0.005644312,0.0,pointwise confidence interval
temp,8,30.033333333333296,0.99541706,0.9889031399478334,1.0019739601429163,-0.0045934375,0.0,pointwise confidence interval
temp,8,30.3333333333333,0.996568,0.9895247477326935,1.00366159802658,-0.0034377966,0.0,pointwise confidence interval
temp,8,30.633333333333297,0.99781805,0.9901054487389149,1.0055907836666627,-0.0021843072,0.0,pointwise confidence interval
temp,8,30.933333333333294,0.9991584,0.990637462718317,1.007752636602998,-0.000841951,0.0,pointwise confidence interval
temp,8,31.2333333333333,1.000579,0.9911253120962215,1.0101228328930876,0.00057881884,0.0,pointwise confidence interval
temp,8,31.533333333333296,1.0020692,0.9915816084933571,1.012667969355461,0.0020671878,0.0,pointwise confidence interval
temp,8,31.8333333333333,1.0036193,0.9920218591615183,1.0153522095871403,0.0036127102,0.0,pointwise confidence interval
temp,8,32.1333333333333,1.0052197,0.9924606519249458,1.0181427255153361,0.005206099,0.0,pointwise confidence interval
temp,8,32.433333333333294,1.0068629,0.9929093742566107,1.0210125596960942,0.0068394784,0.0,pointwise confidence interval
temp,8,32.7333333333333,1.0085429,0.9933757127777308,1.023941727183138,0.008506646,0.0,pointwise confidence interval
temp,8,33.033333333333296,1.0102552,0.9938638871225404,1.026916770333199,0.010202935,0.0,pointwise confidence interval
temp,8,33.3333333333333,1.0119964,0.9943753676397284,1.029929620800729,0.01192498,0.0,pointwise confidence interval
temp,9,-26.6666666666667,1.0083041,0.9951850661366249,1.0215961658482071,0.008269855,0.0,pointwise confidence interval
temp,9,-26.3666666666667,1.0084223,0.9955963811270535,1.021413450225808,0.00838703,0.0,pointwise confidence interval
temp,9,-26.0666666666667,1.0085381,0.9960017874669274,1.0212322729441163,0.008501891,0.0,pointwise confidence interval
temp,9,-25.7666666666667,1.0086513,0.9964002051862787,1.021052983015841,0.008614071,0.0,pointwise confidence interval
temp,9,-25.4666666666667,1.0087613,0.9967905670965541,1.0208758707712253,0.008723181,0.0,pointwise confidence interval
temp,9,-25.1666666666667,1.0088679,0.9971718312892045,1.0207011476281935,0.008828808,0.0,pointwise confidence interval
temp,9,-24.8666666666667,1.0089705,0.99754300211485,1.0205289305501162,0.0089305155,0.0,pointwise confidence interval
temp,9,-24.5666666666667,1.0090688,0.9979031613631784,1.02035924844934,0.009027865,0.0,pointwise confidence interval
temp,9,-24.2666666666667,1.0091621,0.9982514749390502,1.0201919976819127,0.009120394,0.0,pointwise confidence interval
temp,9,-23.9666666666667,1.0092502,0.9985872094011962,1.0200269331146672,0.009207621,0.0,pointwise confidence interval
temp,9,-23.6666666666667,1.0093324,0.9989097706860978,1.0198636821607756,0.009289075,0.0,pointwise confidence interval
temp,9,-23.3666666666667,1.0094082,0.9992186763712287,1.0197016899270464,0.009364247,0.0,pointwise confidence interval
temp,9,-23.0666666666667,1.0094773,0.9995136077735186,1.019540291795761,0.00943266,0.0,pointwise confidence interval
temp,9,-22.7666666666667,1.009539,0.9997943765255526,1.0193786567472014,0.0094938185,0.0,pointwise confidence interval
temp,9,-22.4666666666667,1.009593,1.0000609177101618,1.0192158288812958,0.009547226,0.0,pointwise confidence interval
temp,9,-22.1666666666667,1.0096387,1.0003133173573693,1.019050783214515,0.009592429,0.0,pointwise confidence interval
temp,9,-21.8666666666667,1.0096754,1.000551710681597,1.0188824119064475,0.009628955,0.0,pointwise confidence interval
temp,9,-21.5666666666667,1.0097032,1.0007763291824212,1.018709620665018,0.009656388,0.0,pointwise confidence interval
temp,9,-21.2666666666667,1.0097212,1.0009873844058974,1.0185313484834753,0.009674316,0.0,pointwise confidence interval
temp,9,-20.9666666666667,1.0097295,1.0011851003051397,1.018346678853469,0.009682404,0.0,pointwise confidence interval
temp,9,-20.6666666666667,1.0097272,1.001369561139275,1.018154838814284,0.009680316,0.0,pointwise confidence interval
temp,9,-20.3666666666667,1.0097147,1.0015407563873857,1.0179553654335378,0.009667821,0.0,pointwise confidence interval
temp,9,-20.0666666666667,1.0096914,1.001698430451357,1.0177480685954372,0.0096447,0.0,pointwise confidence interval
temp,9,-19.7666666666667,1.0096573,1.0018421312444383,1.0175332048659091,0.009610854,0.0,pointwise confidence interval
temp,9,-19.4666666666667,1.0096121,1.0019710766432648,1.0173114381877022,0.0095662195,0.0,pointwise confidence interval
temp,9,-19.1666666666667,1.0095562,1.002084202977317,1.0170839075203133,0.009510826,0.0,pointwise confidence interval
temp,9,-18.8666666666667,1.0094895,1.00218017144789,1.016852276543435,0.009444825,0.0,pointwise confidence interval
temp,9,-18.5666666666667,1.0094124,1.002257360575845,1.0166186081682866,0.009368423,0.0,pointwise confidence interval
temp,9,-18.2666666666667,1.0093251,1.0023140118285678,1.0163853641777496,0.009281956,0.0,pointwise confidence interval
temp,9,-17.9666666666667,1.0092281,1.0023483259143935,1.0161552127901083,0.009185839,0.0,pointwise confidence interval
temp,9,-17.6666666666667,1.009122,1.002358703256411,1.0159308910865052,0.009080626,0.0,pointwise confidence interval
temp,9,-17.366666666666703,1.0090073,1.002343946974918,1.0157149165235315,0.00896696,0.0,pointwise confidence interval
temp,9,-17.0666666666667,1.0088848,1.0023035468071209,1.0155093378317266,0.0088455975,0.0,pointwise confidence interval
temp,9,-16.7666666666667,1.0087554,1.0022379458302506,1.015315450441875,0.008717399,0.0,pointwise confidence interval
temp,9,-16.4666666666667,1.0086203,1.0021487471614534,1.0151335650089897,0.008583318,0.0,pointwise confidence interval
temp,9,-16.1666666666667,1.0084802,1.0020388408892247,1.0149628563632302,0.008444391,0.0,pointwise confidence interval
temp,9,-15.866666666666701,1.0083362,1.001912385034744,1.0148013314791016,0.00830171,0.0,pointwise confidence interval
temp,9,-15.5666666666667,1.0081898,1.0017746385246422,1.0146459601851443,0.008156405,0.0,pointwise confidence interval
temp,9,-15.2666666666667,1.0080417,1.0016316355969064,1.0144929115449295,0.0080095995,0.0,pointwise confidence interval
temp,9,-14.9666666666667,1.0078933,1.0014897529276667,1.0143379482758148,0.007862388,0.0,pointwise confidence interval
temp,9,-14.6666666666667,1.0077456,1.0013551867664898,1.0141768183437285,0.007715768,0.0,pointwise confidence interval
temp,9,-14.366666666666701,1.0075994,1.001233415770073,1.0140057409995658,0.0075706113,0.0,pointwise confidence interval
temp,9,-14.0666666666667,1.0074552,1.0011287409277392,1.0138217773219271,0.007427616,0.0,pointwise confidence interval
temp,9,-13.7666666666667,1.007314,1.0010438932793193,1.0136231547555903,0.0072872713,0.0,pointwise confidence interval
temp,9,-13.4666666666667,1.0071754,1.0009798283089058,1.0134094361249346,0.007149837,0.0,pointwise confidence interval
temp,9,-13.1666666666667,1.00704,1.0009356866078953,1.0131815327365403,0.0070153307,0.0,pointwise confidence interval
temp,9,-12.866666666666701,1.0069073,1.0009089824386754,1.0129415727981685,0.006883558,0.0,pointwise confidence interval
temp,9,-12.5666666666667,1.0067769,1.0008959311761396,1.0126926136718404,0.006754134,0.0,pointwise confidence interval
temp,9,-12.266666666666701,1.0066485,1.0008919088835044,1.0124382374278824,0.0066265147,0.0,pointwise confidence interval
temp,9,-11.9666666666667,1.0065212,1.0008920194403625,1.012182147536313,0.006500082,0.0,pointwise confidence interval
temp,9,-11.6666666666667,1.0063945,1.00089158641352,1.0119277369442705,0.0063741757,0.0,pointwise confidence interval
temp,9,-11.366666666666701,1.0062678,1.000886572695964,1.01167775842502,0.00624814,0.0,pointwise confidence interval
temp,9,-11.0666666666667,1.0061401,1.0008739074949382,1.0114341420524364,0.006121396,0.0,pointwise confidence interval
temp,9,-10.766666666666701,1.0060115,1.0008515855663223,1.011197924452063,0.0059934575,0.0,pointwise confidence interval
temp,9,-10.4666666666667,1.0058812,1.000818642874559,1.010969306636871,0.005863944,0.0,pointwise confidence interval
temp,9,-10.1666666666667,1.005749,1.000775016069073,1.0107478270196892,0.005732598,0.0,pointwise confidence interval
temp,9,-9.8666666666667,1.0056149,1.0007213061676687,1.0105325290949798,0.0055992473,0.0,pointwise confidence interval
temp,9,-9.566666666666702,1.0054789,1.0006586057118974,1.0103222397310032,0.005463859,0.0,pointwise confidence interval
temp,9,-9.266666666666701,1.0053406,1.000588242325128,1.0101157207415268,0.0053264843,0.0,pointwise confidence interval
temp,9,-8.9666666666667,1.0052007,1.0005116173363109,1.0099118033928935,0.005187245,0.0,pointwise confidence interval
temp,9,-8.6666666666667,1.0050591,1.0004301002519627,1.0097094984410957,0.005046336,0.0,pointwise confidence interval
temp,9,-8.3666666666667,1.004916,1.0003449006202747,1.0095079841479424,0.0049039545,0.0,pointwise confidence interval
temp,9,-8.066666666666702,1.0047717,1.0002571345259537,1.0093067439373382,0.0047604023,0.0,pointwise confidence interval
temp,9,-7.766666666666701,1.0046266,1.0001677110885163,1.0091053836304478,0.0046159383,0.0,pointwise confidence interval
temp,9,-7.4666666666667005,1.004481,1.0000774143879028,1.0089037479443421,0.0044708773,0.0,pointwise confidence interval
temp,9,-7.1666666666667,1.0043348,0.9999868718094211,1.008701803801281,0.0043255165,0.0,pointwise confidence interval
temp,9,-6.866666666666699,1.0041889,0.9998966115410415,1.0084996423932298,0.004180165,0.0,pointwise confidence interval
temp,9,-6.566666666666702,1.0040432,0.999807087361372,1.0082974597381338,0.004035147,0.0,pointwise confidence interval
temp,9,-6.266666666666701,1.0038983,0.999718654726392,1.0080954830825528,0.0038907528,0.0,pointwise confidence interval
temp,9,-5.9666666666667005,1.0037543,0.999631633393282,1.0078940091532405,0.00374729,0.0,pointwise confidence interval
temp,9,-5.6666666666667,1.0036116,0.99954631004074,1.0076933601732068,0.0036050621,0.0,pointwise confidence interval
temp,9,-5.366666666666699,1.0034703,0.9994629082365908,1.0074938446964539,0.0034643346,0.0,pointwise confidence interval
temp,9,-5.066666666666702,1.003331,0.9993816687453702,1.007295817429489,0.0033254046,0.0,pointwise confidence interval
temp,9,-4.766666666666701,1.0031935,0.999302789997237,1.0070996041207827,0.0031885337,0.0,pointwise confidence interval
temp,9,-4.4666666666667005,1.0030586,0.9992264576508879,1.0069055205891662,0.0030539725,0.0,pointwise confidence interval
temp,9,-4.1666666666667,1.0029262,0.9991528707500567,1.0067138932734254,0.0029219836,0.0,pointwise confidence interval
temp,9,-3.866666666666699,1.0027966,0.9990821905697563,1.0065249851527756,0.0027927794,0.0,pointwise confidence interval
temp,9,-3.566666666666702,1.00267,0.9990145988920374,1.0063390758387845,0.0026665907,0.0,pointwise confidence interval
temp,9,-3.2666666666667012,1.0025468,0.9989502691308684,1.0061563969435852,0.0025436208,0.0,pointwise confidence interval
temp,9,-2.9666666666667005,1.002427,0.9988893766295377,1.0059771423806843,0.0024240548,0.0,pointwise confidence interval
temp,9,-2.6666666666667,1.0023108,0.9988320937940931,1.0058014770581907,0.0023080623,0.0,pointwise confidence interval
temp,9,-2.366666666666699,1.0021982,0.9987785988214186,1.005629515017495,0.0021957904,0.0,pointwise confidence interval
temp,9,-2.066666666666702,1.0020895,0.9987290663964086,1.0054613251066542,0.002087362,0.0,pointwise confidence interval
temp,9,-1.7666666666667012,1.0019848,0.9986837004939855,1.0052969523129633,0.001982903,0.0,pointwise confidence interval
temp,9,-1.4666666666667005,1.0018842,0.9986426838889794,1.0051363862268154,0.001882501,0.0,pointwise confidence interval
temp,9,-1.1666666666666998,1.0017878,0.9986062050996074,1.0049795789099818,0.0017862273,0.0,pointwise confidence interval
temp,9,-0.8666666666666991,1.0016955,0.9985744428127833,1.0048264306571886,0.0016941233,0.0,pointwise confidence interval
temp,9,-0.566666666666702,1.0016074,0.9985475641692817,1.0046768198387954,0.0016062129,0.0,pointwise confidence interval
temp,9,-0.26666666666670125,1.0015236,0.9985257406542962,1.0045305944214256,0.0015225075,0.0,pointwise confidence interval
temp,9,0.033333333333299464,1.001444,0.9985091024571857,1.004387578615294,0.0014429856,0.0,pointwise confidence interval
temp,9,0.3333333333333002,1.0013685,0.9984977682288891,1.004247576638358,0.00136761,0.0,pointwise confidence interval
temp,9,0.6333333333333009,1.0012972,0.9984918323126784,1.0041103911838647,0.0012963302,0.0,pointwise confidence interval
temp,9,0.933333333333298,1.0012298,0.9984913349130539,1.0039758047959113,0.001229059,0.0,pointwise confidence interval
temp,9,1.2333333333332988,1.0011665,0.9984962974190452,1.003843604202553,0.0011657011,0.0,pointwise confidence interval
temp,9,1.5333333333332995,1.0011067,0.9985066906718952,1.0037135785546887,0.0011061374,0.0,pointwise confidence interval
temp,9,1.8333333333333002,1.0010508,0.9985224459377946,1.0035855308204267,0.0010502357,0.0,pointwise confidence interval
temp,9,2.1333333333332973,1.0009984,0.9985434597270612,1.0034592579707204,0.0009978432,0.0,pointwise confidence interval
temp,9,2.433333333333298,1.0009493,0.9985695686126692,1.0033345837482612,0.00094879046,0.0,pointwise confidence interval
temp,9,2.7333333333332988,1.0009034,0.9986005779814915,1.0032113222744072,0.00090288743,0.0,pointwise confidence interval
temp,9,3.0333333333332995,1.0008603,0.9986362668536396,1.0030893255129305,0.00085994974,0.0,pointwise confidence interval
temp,9,3.3333333333333,1.00082,0.998676361132328,1.0029684316318623,0.00081975944,0.0,pointwise confidence interval
temp,9,3.6333333333332973,1.0007824,0.9987205457056826,1.0028484677798175,0.00078207254,0.0,pointwise confidence interval
temp,9,3.933333333333298,1.000747,0.9987685210497173,1.0027293202473897,0.0007466823,0.0,pointwise confidence interval
temp,9,4.233333333333299,1.0007136,0.9988199150057999,1.0026108138188135,0.00071331486,0.0,pointwise confidence interval
temp,9,4.5333333333332995,1.0006819,0.9988743510140853,1.0024927852097643,0.0006817002,0.0,pointwise confidence interval
temp,9,4.8333333333333,1.0006518,0.998931464766654,1.0023750887403717,0.0006515831,0.0,pointwise confidence interval
temp,9,5.133333333333297,1.0006229,0.9989908713965538,1.002257543360308,0.0006226804,0.0,pointwise confidence interval
temp,9,5.433333333333302,1.0005949,0.9990521696575598,1.0021399545939027,0.00059469417,0.0,pointwise confidence interval
temp,9,5.733333333333299,1.0005676,0.999114989464596,1.0020221303139552,0.0005673431,0.0,pointwise confidence interval
temp,9,6.033333333333296,1.0005405,0.9991789253603627,1.0019038280224601,0.00054030307,0.0,pointwise confidence interval
temp,9,6.3333333333333,1.0005133,0.9992436017814885,1.0017847864630713,0.0005132556,0.0,pointwise confidence interval
temp,9,6.633333333333297,1.000486,0.999308666039226,1.0016647513332337,0.00048589706,0.0,pointwise confidence interval
temp,9,6.933333333333302,1.000458,0.9993737328334301,1.0015434040388527,0.00045787543,0.0,pointwise confidence interval
temp,9,7.233333333333299,1.0004289,0.9994384618893521,1.0014204368884627,0.0004288666,0.0,pointwise confidence interval
temp,9,7.533333333333296,1.0003986,0.9995025384635895,1.0012955316041583,0.0003985539,0.0,pointwise confidence interval
temp,9,7.8333333333333,1.0003667,0.9995656056751665,1.0011683226911212,0.00036657602,0.0,pointwise confidence interval
temp,9,8.133333333333297,1.0003326,0.9996273500972075,1.0010384385434612,0.0003325902,0.0,pointwise confidence interval
temp,9,8.433333333333302,1.0002964,0.999687417702655,1.0009055036009293,0.00029623136,0.0,pointwise confidence interval
temp,9,8.733333333333299,1.0002573,0.9997455054078374,1.0007691734752322,0.00025717542,0.0,pointwise confidence interval
temp,9,9.033333333333296,1.000215,0.9998012715634297,1.000629064256233,0.00021505915,0.0,pointwise confidence interval
temp,9,9.3333333333333,1.0001695,0.9998543682178405,1.0004848171698846,0.00016952865,0.0,pointwise confidence interval
temp,9,9.633333333333297,1.0001203,0.9999044316142006,1.0003360894563438,0.00012023002,0.0,pointwise confidence interval
temp,9,9.933333333333302,1.0000669,0.9999511089352265,1.0001825723401907,6.683171e-05,0.0,pointwise confidence interval
temp,9,10.233333333333299,1.0000091,0.9999939902188194,1.0000239436333804,8.966774e-06,0.0,pointwise confidence interval
temp,9,10.533333333333296,0.99994636,0.999859973052264,1.000032681870644,-5.3677708e-05,0.0,pointwise confidence interval
temp,9,10.8333333333333,0.9998786,0.9996904052609229,1.0000667671506602,-0.000121438876,0.0,pointwise confidence interval
temp,9,11.133333333333297,0.99980533,0.9995150212929703,1.0000957857464703,-0.0001946576,0.0,pointwise confidence interval
temp,9,11.433333333333302,0.9997265,0.999333675727249,1.0001193083372615,-0.00027362257,0.0,pointwise confidence interval
temp,9,11.733333333333299,0.9996414,0.9991462126250247,1.000136845598671,-0.0003586579,0.0,pointwise confidence interval
temp,9,12.033333333333296,0.9995501,0.9989525621316231,1.000147986254008,-0.00045000575,0.0,pointwise confidence interval
temp,9,12.3333333333333,0.9994521,0.9987526189893933,1.000152228070476,-0.0005479716,0.0,pointwise confidence interval
temp,9,12.633333333333297,0.9993474,0.9985463251162149,1.0001491150428,-0.0006528143,0.0,pointwise confidence interval
temp,9,12.933333333333302,0.99923563,0.9983336762413665,1.000138238187014,-0.0007647425,0.0,pointwise confidence interval
temp,9,13.233333333333299,0.99911636,0.9981146372130035,1.0001191489942478,-0.0008840002,0.0,pointwise confidence interval
temp,9,13.533333333333296,0.9989898,0.9978892369536618,1.0000914990539818,-0.0010107495,0.0,pointwise confidence interval
temp,9,13.8333333333333,0.9988555,0.997657506834962,1.0000549564806274,-0.0011451431,0.0,pointwise confidence interval
temp,9,14.133333333333297,0.99871343,0.9974194200063936,1.0000091736313483,-0.0012873709,0.0,pointwise confidence interval
temp,9,14.433333333333302,0.9985636,0.9971750578640926,0.9999539704388237,-0.0014374852,0.0,pointwise confidence interval
temp,9,14.733333333333299,0.9984057,0.9969244267373235,0.9998891232768916,-0.0015955977,0.0,pointwise confidence interval
temp,9,15.033333333333296,0.9982399,0.9966675895140903,0.9998145645342961,-0.001761714,0.0,pointwise confidence interval
temp,9,15.3333333333333,0.998066,0.9964045610776752,0.9997301969139828,-0.0019358788,0.0,pointwise confidence interval
temp,9,15.633333333333297,0.9978842,0.9961353507622421,0.999636029659316,-0.0021180864,0.0,pointwise confidence interval
temp,9,15.933333333333302,0.9976944,0.9958600189537263,0.999532181282695,-0.0023082513,0.0,pointwise confidence interval
temp,9,16.2333333333333,0.99749684,0.9955786494573611,0.9994188178142254,-0.0025062524,0.0,pointwise confidence interval
temp,9,16.533333333333296,0.9972917,0.9952912456514595,0.999296137862671,-0.0027119927,0.0,pointwise confidence interval
temp,9,16.8333333333333,0.997079,0.9949979384866293,0.9991644839297524,-0.0029252395,0.0,pointwise confidence interval
temp,9,17.133333333333297,0.996859,0.9946987820291036,0.9990241529487031,-0.0031458214,0.0,pointwise confidence interval
temp,9,17.4333333333333,0.9966323,0.9943939665827812,0.9988756028008073,-0.003373418,0.0,pointwise confidence interval
temp,9,17.7333333333333,0.99639875,0.9940836471042739,0.9987192969269648,-0.0036077239,0.0,pointwise confidence interval
temp,9,18.033333333333296,0.99615896,0.993768041700527,0.998555724397206,-0.0038483888,0.0,pointwise confidence interval
temp,9,18.3333333333333,0.9959134,0.9934474456640511,0.9983854302693612,-0.0040949956,0.0,pointwise confidence interval
temp,9,18.633333333333297,0.99566233,0.99312221851889,0.9982089837635063,-0.004347082,0.0,pointwise confidence interval
temp,9,18.9333333333333,0.99540645,0.9927927801570094,0.9980269745307685,-0.004604146,0.0,pointwise confidence interval
temp,9,19.2333333333333,0.9951463,0.9924596257239983,0.9978400198190008,-0.0048656315,0.0,pointwise confidence interval
temp,9,19.533333333333296,0.9948822,0.9921233637878548,0.9976487110214772,-0.005130939,0.0,pointwise confidence interval
temp,9,19.8333333333333,0.9946152,0.9917846934165083,0.9974536959663747,-0.005399395,0.0,pointwise confidence interval
temp,9,20.133333333333297,0.9943458,0.9914443920968787,0.9972556239420524,-0.005670283,0.0,pointwise confidence interval
temp,9,20.4333333333333,0.9940747,0.991103343651398,0.997055132294387,-0.00594284,0.0,pointwise confidence interval
temp,9,20.7333333333333,0.99380296,0.9907624367433288,0.9968528146551722,-0.006216321,0.0,pointwise confidence interval
temp,9,21.033333333333296,0.99353117,0.9904227569866924,0.9966494137739843,-0.006489806,0.0,pointwise confidence interval
temp,9,21.3333333333333,0.9932604,0.9900853640163295,0.9964455776652555,-0.006762434,0.0,pointwise confidence interval
temp,9,21.633333333333297,0.9929915,0.9897513987079914,0.9962420784305454,-0.00703324,0.0,pointwise confidence interval
temp,9,21.9333333333333,0.9927254,0.9894220674876714,0.99603972392353,-0.0073012076,0.0,pointwise confidence interval
temp,9,22.2333333333333,0.9924632,0.9890985156076283,0.9958393962076215,-0.007565312,0.0,pointwise confidence interval
temp,9,22.533333333333296,0.9922061,0.9887819515030021,0.9956421193061882,-0.007824425,0.0,pointwise confidence interval
temp,9,22.8333333333333,0.99195516,0.9884735116233812,0.9954490616807508,-0.008077379,0.0,pointwise confidence interval
temp,9,23.133333333333297,0.9917116,0.9881742478371801,0.9952615638482581,-0.008322965,0.0,pointwise confidence interval
temp,9,23.4333333333333,0.99147666,0.9878851865505993,0.9950812568888547,-0.008559838,0.0,pointwise confidence interval
temp,9,23.7333333333333,0.9912518,0.9876071448247742,0.9949099585660848,-0.008786663,0.0,pointwise confidence interval
temp,9,24.033333333333296,0.99103844,0.9873408957627463,0.9947499072929715,-0.009001918,0.0,pointwise confidence interval
temp,9,24.3333333333333,0.9908383,0.9870870836626119,0.9946037142598758,-0.0092039555,0.0,pointwise confidence interval
temp,9,24.633333333333297,0.9906528,0.9868461328596762,0.9944743148063979,-0.009391077,0.0,pointwise confidence interval
temp,9,24.9333333333333,0.9904844,0.9866186053017153,0.9943652901878235,-0.0095611885,0.0,pointwise confidence interval
temp,9,25.2333333333333,0.9903348,0.9864047986622525,0.9942804135142083,-0.009712234,0.0,pointwise confidence interval
temp,9,25.533333333333296,0.9902066,0.9862054060785124,0.9942241487252086,-0.00984161,0.0,pointwise confidence interval
temp,9,25.8333333333333,0.99010277,0.9860212133110154,0.9942011120775762,-0.009946588,0.0,pointwise confidence interval
temp,9,26.133333333333297,0.9900263,0.9858537851373299,0.9942163665475915,-0.010023825,0.0,pointwise confidence interval
